product_id,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,product_status,launch_date
133,UrbanEdge Skincare May,Health & Beauty,Skincare,Vantage,270.92,440.97,1508,Active,2020-11-27
134,UrbanEdge Dairy Involve,Grocery,Dairy,Everstyle,368.17,533.79,716,Inactive,2025-12-16
135,Northline Snacks New,Grocery,Snacks,NovaTech,331.29,531.26,603,Active,2019-04-24
136,Everstyle Writing Instruments Above,Office Supplies,Writing Instruments,Homestead,35.35,57.57,2156,Active,2022-11-29
137,NovaTech Board Games Run,Toys & Games,Board Games,Logitech,365.17,630.94,1454,Active,2023-09-24
138,Logitech Furniture Someone,Home & Garden,Furniture,UrbanEdge,41.76,65.53,653,Active,2022-02-05
139,PrimeChoice Cat Life,Pet Supplies,Cat,Homestead,35.15,42.9,1460,Active,2023-12-23
140,TrueValue Cycling Management,Sports & Outdoors,Cycling,RetailMart Basics,74.31,102.09,1560,Active,2025-04-24
141,Logitech Kids' Wear Instead,Apparel,Kids' Wear,TrueValue,180.73,294.73,1206,Inactive,2017-12-28
142,Vantage Computer Accessories Value,Electronics,Computer Accessories,Homestead,255.9,322.61,622,Active,2021-02-14
143,NovaTech Cat Majority,Pet Supplies,Cat,Everstyle,134.77,253.29,1395,Active,2025-02-25
144,Everstyle Board Games Here,Toys & Games,Board Games,Logitech,70.79,115.5,1096,Active,
145,UrbanEdge Cycling Many,Sports & Outdoors,Cycling,UrbanEdge,310.39,415.69,799,Active,2016-03-06
146,Everstyle Women's Wear Lose,Apparel,Women's Wear,RetailMart Basics,43.17,74.35,230,Active,2022-10-26
147,PrimeChoice TVs Lay,Electronics,TVs,Northline,194.19,226.36,1234,Active,2017-04-15
148,Logitech Cycling Physical,Sports & Outdoors,Cycling,UrbanEdge,146.55,219.65,1358,Active,2023-11-27
149,UrbanEdge Cat Fall,Pet Supplies,Cat,RetailMart Basics,92.29,165.42,1827,Active,2022-10-03
150,RetailMart Basics Kitchenware Generation,Home & Garden,Kitchenware,Homestead,75.13,105.35,1225,Active,2020-07-14
151,GreenLeaf TVs Account,Electronics,TVs,NovaTech,5.1,7.74,560,Active,2016-02-27
152,PrimeChoice Car Care Important,Automotive,Car Care,TrueValue,359.97,590.75,1535,Active,2026-03-21
153,Logitech Puzzles Positive,Toys & Games,Puzzles,Northline,309.1,538.73,811,Active,2018-08-03
154,RetailMart Basics Cat A,Pet Supplies,Cat,RetailMart Basics,34.76,64.62,919,Active,2016-07-11
155,Homestead Tools Forward,Automotive,Tools,Everstyle,90.81,138.31,1538,Active,2019-12-10
156,TrueValue Fitness Those,Sports & Outdoors,Fitness,NovaTech,263.65,442.78,679,Active,2019-08-22
157,PrimeChoice Dairy Series,Grocery,Dairy,Everstyle,113.87,170.15,281,Inactive,2020-11-19
158,Vantage Tools Girl,Automotive,Tools,Logitech,327.28,606.42,215,Active,2026-07-26
159,Vantage Camping Sure,Sports & Outdoors,Camping,RetailMart Basics,381.94,717.1,1816,Active,2023-05-10
160,NovaTech Women's Wear Well,Apparel,Women's Wear,TrueValue,295.66,391.5,1691,Active,2020-08-08
161,GreenLeaf Cat Beyond,Pet Supplies,Cat,GreenLeaf,393.18,491.0,1800,Active,2021-01-06
162,Vantage Women's Wear Special,Apparel,Women's Wear,Vantage,363.53,508.31,540,Active,2016-04-24
163,PrimeChoice Puzzles Oil,Toys & Games,Puzzles,GreenLeaf,100.88,167.57,312,Active,2025-12-05
164,RetailMart Basics Cat Table,Pet Supplies,Cat,GreenLeaf,135.59,167.89,1896,Active,2018-10-17
165,GreenLeaf Mobile Phones Beyond,Electronics,Mobile Phones,UrbanEdge,356.41,549.54,1599,Active,2017-03-09
166,Everstyle Car Care Think,Automotive,Car Care,Homestead,308.74,399.1,1137,Active,2022-06-05
167,UrbanEdge Camping Might,Sports & Outdoors,Camping,Logitech,45.99,56.22,1556,Active,2019-01-28
168,Homestead Car Care Race,Automotive,Car Care,Everstyle,169.77,309.33,341,Active,2021-05-03
169,Homestead Personal Care Concern,Health & Beauty,Personal Care,Homestead,123.16,164.35,2141,Active,2025-12-06
170,UrbanEdge Camping Accept,Sports & Outdoors,Camping,Logitech,363.86,455.39,835,Inactive,2019-06-07
171,UrbanEdge Puzzles To,Toys & Games,Puzzles,Everstyle,122.95,224.68,259,Active,2022-04-20
172,Northline Personal Care World,Health & Beauty,Personal Care,Everstyle,127.49,222.31,2009,Active,
173,NovaTech Tools Arrive,Automotive,Tools,NovaTech,71.24,124.09,295,Active,2019-06-10
174,Logitech Beverages Into,Grocery,Beverages,PrimeChoice,328.27,590.65,317,Active,2022-12-18
175,Northline Car Care Chance,Automotive,Car Care,PrimeChoice,347.63,634.36,1616,Active,2021-11-01
176,Everstyle Skincare Compare,Health & Beauty,Skincare,Vantage,142.27,212.72,631,Active,2021-06-21
177,NovaTech Audio Travel,Electronics,Audio,Everstyle,257.74,395.27,581,Active,2015-07-31
178,GreenLeaf Fitness Well,Sports & Outdoors,Fitness,NovaTech,279.09,432.19,1327,Active,2019-11-02
179,RetailMart Basics Paper Products Interesting,Office Supplies,Paper Products,PrimeChoice,372.07,634.61,1538,Active,2019-10-18
180,NovaTech Beverages School,Grocery,Beverages,Everstyle,111.77,163.4,455,Active,2023-09-30
181,TrueValue Bakery Avoid,Grocery,Bakery,GreenLeaf,281.36,336.87,1074,Active,2019-03-30
182,NovaTech Personal Care News,Health & Beauty,Personal Care,Logitech,255.43,397.57,1424,Inactive,2017-07-29
183,Homestead Furniture Firm,Home & Garden,Furniture,UrbanEdge,249.09,359.45,742,Active,2016-11-20
184,Everstyle Skincare Main,Health & Beauty,Skincare,TrueValue,342.99,568.09,206,Active,2018-12-11
185,GreenLeaf Dairy Film,Grocery,Dairy,TrueValue,254.94,298.11,,Active,2016-11-03
186,Vantage Men's Wear Yeah,Apparel,Men's Wear,TrueValue,230.18,427.53,783,Active,2016-11-16
187,Northline Kitchenware Campaign,Home & Garden,Kitchenware,UrbanEdge,15.25,26.54,484,Active,2021-08-17
188,Everstyle Personal Care Choose,Health & Beauty,Personal Care,Homestead,109.2,147.88,1094,Active,2017-06-25
189,GreenLeaf Paper Products Item,Office Supplies,Paper Products,UrbanEdge,71.91,115.44,273,Active,2021-02-19
190,RetailMart Basics Tools During,Automotive,Tools,Everstyle,101.06,142.92,552,Active,2025-04-24
191,PrimeChoice Kids' Wear Serious,Apparel,Kids' Wear,Homestead,174.97,239.07,1592,Active,
192,TrueValue Paper Products Picture,Office Supplies,Paper Products,Northline,25.64,40.76,851,Active,2016-05-25
193,NovaTech Action Figures Investment,Toys & Games,Action Figures,Northline,388.36,633.18,1672,Active,2019-03-16
194,NovaTech Car Care During,Automotive,Car Care,Northline,179.53,295.06,1627,Active,2018-09-09
195,UrbanEdge Bakery Up,Grocery,Bakery,GreenLeaf,367.62,539.34,1307,Active,2026-01-16
196,Everstyle Women's Wear Few,Apparel,Women's Wear,TrueValue,215.59,400.1,650,Active,2018-07-20
197,UrbanEdge Dairy Decade,Grocery,Dairy,Everstyle,258.14,334.0,1981,Active,2020-11-18
198,UrbanEdge Car Care Upon,Automotive,Car Care,RetailMart Basics,363.13,556.26,1983,Active,2025-08-28
199,Logitech Car Care Identify,Automotive,Car Care,TrueValue,203.29,262.54,1085,Active,2021-10-14
200,NovaTech Board Games Physical,Toys & Games,Board Games,NovaTech,199.21,360.25,517,Active,2021-05-17
201,Northline Skincare Kid,Health & Beauty,Skincare,RetailMart Basics,9.19,15.6,1549,Active,2022-04-10
202,Everstyle Mobile Phones Within,Electronics,Mobile Phones,Everstyle,166.62,301.51,1181,Active,2022-02-26
203,Northline Cat Recently,Pet Supplies,Cat,UrbanEdge,245.91,291.22,536,Active,2016-07-21
204,Homestead Audio Approach,Electronics,Audio,PrimeChoice,43.5,67.02,,Active,2025-12-07
205,UrbanEdge Women's Wear Its,Apparel,Women's Wear,PrimeChoice,41.53,69.17,506,Active,2019-07-19
206,Northline Cycling Arm,Sports & Outdoors,Cycling,Vantage,126.53,183.44,817,Active,2025-10-17
207,Vantage Kids' Wear Where,Apparel,Kids' Wear,Everstyle,204.66,315.9,398,Active,2018-11-07
208,TrueValue Car Care Set,Automotive,Car Care,Logitech,308.83,573.94,512,Active,2015-10-31
209,Northline Audio Suddenly,Electronics,Audio,Logitech,237.01,390.55,880,Active,2017-03-07
210,Homestead Haircare Sister,Health & Beauty,Haircare,PrimeChoice,288.63,437.78,,Active,2018-09-09
211,Vantage Paper Products Size,Office Supplies,Paper Products,UrbanEdge,249.42,413.3,854,Active,
212,TrueValue Cat Cause,Pet Supplies,Cat,PrimeChoice,244.45,324.05,1831,Inactive,2019-06-27
213,UrbanEdge TVs Staff,Electronics,TVs,GreenLeaf,299.37,555.57,2110,Active,2017-09-17
214,TrueValue Camping Eight,Sports & Outdoors,Camping,Homestead,152.2,216.47,1849,Active,2015-09-07
215,GreenLeaf Snacks Magazine,Grocery,Snacks,Everstyle,279.05,329.48,849,Active,2015-06-07
216,Vantage Board Games Along,Toys & Games,Board Games,UrbanEdge,96.13,174.03,490,Active,2018-07-28
217,PrimeChoice Beverages About,Grocery,Beverages,Homestead,395.07,557.73,1854,Active,2022-03-11
218,GreenLeaf Computer Accessories Once,Electronics,Computer Accessories,UrbanEdge,307.23,549.71,2110,Active,2020-07-01
219,UrbanEdge Women's Wear Religious,Apparel,Women's Wear,Homestead,86.48,152.75,2079,Inactive,2023-12-28
220,Homestead Fitness White,Sports & Outdoors,Fitness,RetailMart Basics,43.7,66.98,480,Active,2015-05-13
221,Northline Fitness Hand,Sports & Outdoors,Fitness,TrueValue,160.78,280.04,1806,Active,2020-04-29
222,Logitech Women's Wear Well,Apparel,Women's Wear,PrimeChoice,138.36,224.65,1511,Active,2020-06-05
223,NovaTech Action Figures Specific,Toys & Games,Action Figures,RetailMart Basics,59.74,71.84,1746,Active,2024-01-06
224,TrueValue Puzzles Author,Toys & Games,Puzzles,NovaTech,33.43,43.78,1349,Active,2016-06-18
225,Vantage Personal Care Bring,Health & Beauty,Personal Care,Everstyle,20.48,27.35,525,Active,2016-06-23
226,TrueValue Camping Tonight,Sports & Outdoors,Camping,NovaTech,228.44,390.59,342,Active,2023-08-05
227,PrimeChoice Dog Though,Pet Supplies,Dog,Homestead,352.77,644.94,621,Active,
228,Northline Puzzles Move,Toys & Games,Puzzles,Vantage,260.31,456.87,735,Active,2020-04-26
229,Everstyle Camping Strategy,Sports & Outdoors,Camping,NovaTech,331.74,470.46,1470,Active,2025-10-23
230,TrueValue Fish Particularly,Pet Supplies,Fish,Vantage,51.73,68.06,2095,Active,2022-11-02
231,GreenLeaf Dog Specific,Pet Supplies,Dog,Logitech,314.47,562.39,283,Active,2019-12-06
232,Everstyle Puzzles Still,Toys & Games,Puzzles,NovaTech,192.17,303.72,924,Active,2020-03-27
233,TrueValue Car Care Necessary,Automotive,Car Care,RetailMart Basics,268.53,410.34,555,Active,
234,Everstyle Car Care Lose,Automotive,Car Care,NovaTech,190.41,321.69,2069,Active,2015-07-13
235,NovaTech Kitchenware Able,Home & Garden,Kitchenware,Vantage,209.66,334.22,1648,Active,2026-02-03
236,Vantage Furniture Direction,Home & Garden,Furniture,TrueValue,175.76,216.46,213,Active,2023-02-17
237,Everstyle Skincare Much,Health & Beauty,Skincare,TrueValue,148.26,188.58,994,Active,2016-05-30
238,Everstyle Furniture Somebody,Home & Garden,Furniture,PrimeChoice,51.57,97.26,1043,Active,2022-03-12
239,TrueValue Haircare Exist,Health & Beauty,Haircare,TrueValue,154.01,199.66,343,Active,2024-07-04
240,Logitech Board Games Write,Toys & Games,Board Games,TrueValue,101.58,158.52,1353,Inactive,2015-02-27
241,Homestead Writing Instruments Rich,Office Supplies,Writing Instruments,Logitech,107.22,201.12,1826,Active,2015-05-16
242,Vantage Writing Instruments Language,Office Supplies,Writing Instruments,Homestead,159.22,237.09,1764,Active,2023-12-30
243,NovaTech Kitchenware Agreement,Home & Garden,Kitchenware,Logitech,341.79,554.57,949,Active,2024-08-11
244,RetailMart Basics Paper Products Trial,Office Supplies,Paper Products,Northline,69.73,106.31,897,Active,2015-11-18
245,Logitech Skincare On,Health & Beauty,Skincare,GreenLeaf,120.7,222.42,1491,Active,2016-10-23
246,Homestead Bakery Part,Grocery,Bakery,TrueValue,347.91,537.47,1624,Active,2017-01-31
247,NovaTech Bakery Tv,Grocery,Bakery,RetailMart Basics,366.35,529.69,1844,Active,2022-02-28
248,TrueValue Camping Free,Sports & Outdoors,Camping,RetailMart Basics,177.75,331.57,2002,Active,2018-12-06
249,Everstyle Dairy Line,Grocery,Dairy,UrbanEdge,289.71,383.36,637,Active,
250,TrueValue Beverages Travel,Grocery,Beverages,TrueValue,325.67,543.01,1633,Active,2021-10-04
251,NovaTech Cat Son,Pet Supplies,Cat,RetailMart Basics,20.15,24.97,862,Active,2015-06-15
252,Northline Haircare Remain,Health & Beauty,Haircare,Homestead,272.73,459.73,753,Active,2018-10-09
253,Logitech Cat All,Pet Supplies,Cat,TrueValue,397.88,592.8,302,Active,2026-05-02
254,PrimeChoice Cycling Sense,Sports & Outdoors,Cycling,Everstyle,88.34,162.15,,Active,2021-08-03
255,UrbanEdge Furniture Ability,Home & Garden,Furniture,TrueValue,253.49,452.36,,Inactive,2022-07-31
256,RetailMart Basics Camping Outside,Sports & Outdoors,Camping,GreenLeaf,50.89,76.35,1814,Active,2020-12-07
257,Vantage Personal Care Friend,Health & Beauty,Personal Care,GreenLeaf,118.18,165.38,,Inactive,2025-12-21
258,TrueValue Board Games Collection,Toys & Games,Board Games,Vantage,135.27,226.27,725,Active,2017-08-17
259,TrueValue Beverages Maybe,Grocery,Beverages,Homestead,10.44,18.8,833,Active,2018-03-01
260,GreenLeaf Kitchenware Many,Home & Garden,Kitchenware,Northline,105.59,137.1,351,Active,2021-08-03
261,Northline Writing Instruments Know,Office Supplies,Writing Instruments,PrimeChoice,226.0,309.09,1069,Active,2016-05-23
262,TrueValue Dog Away,Pet Supplies,Dog,RetailMart Basics,5.01,8.96,366,Active,2019-12-22
263,NovaTech Action Figures Structure,Toys & Games,Action Figures,Homestead,95.59,124.43,361,Active,2017-08-13
264,GreenLeaf Paper Products Indicate,Office Supplies,Paper Products,RetailMart Basics,328.02,532.58,1912,Active,2023-07-18
265,Logitech Mobile Phones Room,Electronics,Mobile Phones,GreenLeaf,318.65,533.97,1855,Active,2024-01-17
266,TrueValue Puzzles Tax,Toys & Games,Puzzles,GreenLeaf,227.43,384.04,1309,Active,2023-07-18
267,Vantage Furniture Court,Home & Garden,Furniture,Homestead,224.21,307.85,741,Active,2020-11-08
268,Logitech Furniture This,Home & Garden,Furniture,Logitech,240.51,366.87,672,Active,2015-12-13
269,TrueValue Haircare Our,Health & Beauty,Haircare,Logitech,137.66,174.41,1409,Active,2024-06-19
270,Northline Computer Accessories Get,Electronics,Computer Accessories,Everstyle,32.64,38.68,621,Active,2025-10-15
271,Everstyle Car Care Senior,Automotive,Car Care,NovaTech,254.93,382.95,1511,Active,2022-10-04
272,NovaTech Puzzles Bar,Toys & Games,Puzzles,PrimeChoice,204.23,331.9,1908,Active,2020-01-06
273,GreenLeaf Board Games Husband,Toys & Games,Board Games,UrbanEdge,229.11,291.75,1760,Active,2020-02-22
274,Logitech Footwear Police,Apparel,Footwear,PrimeChoice,281.42,403.37,849,Active,2022-06-21
275,Northline Puzzles So,Toys & Games,Puzzles,NovaTech,392.85,571.39,1897,Inactive,
276,TrueValue TVs Fill,Electronics,TVs,Homestead,66.74,116.35,1192,Active,2020-10-16
277,Homestead Tools He,Automotive,Tools,Logitech,278.48,459.59,1623,Active,2019-07-08
278,UrbanEdge Paper Products Station,Office Supplies,Paper Products,Everstyle,257.85,417.05,2148,Active,2022-12-01
279,Everstyle Kitchenware Daughter,Home & Garden,Kitchenware,Logitech,378.97,516.85,527,Active,2018-02-14
280,GreenLeaf Men's Wear Study,Apparel,Men's Wear,PrimeChoice,321.73,473.71,284,Active,
281,GreenLeaf Cat Source,Pet Supplies,Cat,Homestead,72.88,104.7,560,Active,2024-03-13
282,Logitech Fitness Ask,Sports & Outdoors,Fitness,UrbanEdge,246.45,320.43,979,Active,2020-05-04
283,TrueValue Decor Over,Home & Garden,Decor,NovaTech,99.41,141.14,992,Active,2024-04-02
284,Vantage Bakery Identify,Grocery,Bakery,TrueValue,125.12,185.84,,Active,2023-08-30
285,Everstyle Paper Products The,Office Supplies,Paper Products,TrueValue,399.64,707.99,891,Active,2019-02-16
286,PrimeChoice Women's Wear Top,Apparel,Women's Wear,GreenLeaf,237.48,372.44,479,Active,2021-05-24
287,NovaTech Bakery Dog,Grocery,Bakery,Logitech,145.33,244.41,1175,Active,2023-02-05
288,NovaTech Tools Require,Automotive,Tools,Logitech,73.0,92.03,954,Active,2021-12-18
289,NovaTech Fish Event,Pet Supplies,Fish,Vantage,53.68,88.99,2136,Active,2024-09-16
290,NovaTech Board Games Happy,Toys & Games,Board Games,Northline,110.2,129.19,442,Active,2019-10-31
291,Homestead Car Care Member,Automotive,Car Care,TrueValue,68.53,107.25,1268,Active,2015-03-11
292,RetailMart Basics Action Figures Goal,Toys & Games,Action Figures,Northline,260.74,445.04,987,Inactive,2019-11-23
293,TrueValue Dog Article,Pet Supplies,Dog,RetailMart Basics,119.56,215.9,2001,Inactive,2023-07-24
294,Everstyle Tools Wind,Automotive,Tools,Vantage,89.01,151.02,1688,Active,2024-08-31
295,Vantage Cat However,Pet Supplies,Cat,Homestead,64.57,90.1,973,Active,2023-10-03
296,RetailMart Basics Women's Wear Six,Apparel,Women's Wear,RetailMart Basics,49.1,67.11,1735,Active,2021-04-11
297,UrbanEdge Decor Off,Home & Garden,Decor,GreenLeaf,198.87,354.59,1482,Active,2021-04-13
298,Vantage Bakery Go,Grocery,Bakery,Logitech,205.18,243.03,856,Active,2025-09-07
299,PrimeChoice Beverages About,Grocery,Beverages,GreenLeaf,81.56,154.79,682,Active,2017-09-24
300,Northline Kids' Wear Account,Apparel,Kids' Wear,Homestead,368.64,685.99,1098,Active,2021-09-10
301,Homestead Tools Effect,Automotive,Tools,Vantage,354.47,453.13,1885,Active,2023-12-09
302,Homestead Cat Performance,Pet Supplies,Cat,NovaTech,268.1,432.67,1572,Active,2017-09-02
303,Northline Men's Wear Ball,Apparel,Men's Wear,Logitech,183.29,213.96,1034,Active,2015-01-28
304,NovaTech Dairy Support,Grocery,Dairy,Everstyle,202.25,310.09,1087,Active,2024-04-28
305,RetailMart Basics Fitness They,Sports & Outdoors,Fitness,UrbanEdge,344.62,493.61,1693,Active,2016-05-15
306,NovaTech Cat Wide,Pet Supplies,Cat,PrimeChoice,252.94,414.7,1294,Active,2023-05-08
307,Homestead TVs House,Electronics,TVs,UrbanEdge,101.73,134.72,620,Active,2016-07-14
308,Homestead Snacks Each,Grocery,Snacks,GreenLeaf,345.54,403.11,2155,Active,2026-07-12
309,PrimeChoice Camping Attorney,Sports & Outdoors,Camping,PrimeChoice,288.44,414.76,1641,Active,2016-09-03
310,Logitech Fish Need,Pet Supplies,Fish,GreenLeaf,341.55,537.47,541,Active,2016-08-25
311,PrimeChoice Audio Its,Electronics,Audio,PrimeChoice,247.21,425.68,1270,Active,2022-11-25
312,Homestead Paper Products Body,Office Supplies,Paper Products,UrbanEdge,15.7,22.04,1535,Active,2025-03-11
313,Northline Tools Morning,Automotive,Tools,Everstyle,15.5,25.7,1960,Active,2025-12-28
314,Northline Audio Hit,Electronics,Audio,Everstyle,311.14,462.11,1518,Active,2025-06-14
315,NovaTech Fitness Improve,Sports & Outdoors,Fitness,Homestead,213.41,305.37,1768,Active,2018-03-22
316,TrueValue Puzzles Reflect,Toys & Games,Puzzles,GreenLeaf,346.11,629.35,830,Active,2016-12-11
317,GreenLeaf Audio Recent,Electronics,Audio,TrueValue,318.27,449.51,873,Active,2025-07-18
318,PrimeChoice Car Care Down,Automotive,Car Care,TrueValue,146.36,216.12,823,Active,2017-10-20
319,Logitech Fish Environmental,Pet Supplies,Fish,Logitech,334.69,618.0,,Active,2015-11-10
320,Logitech Writing Instruments Man,Office Supplies,Writing Instruments,Northline,348.81,588.94,514,Active,2020-04-30
321,Everstyle Skincare Toward,Health & Beauty,Skincare,PrimeChoice,375.49,637.39,281,Active,2022-08-09
322,GreenLeaf Fish Really,Pet Supplies,Fish,Everstyle,292.87,527.81,1915,Active,2019-08-07
323,Homestead Men's Wear Season,Apparel,Men's Wear,Logitech,187.35,255.78,1883,Active,2017-10-06
324,RetailMart Basics Puzzles Fly,Toys & Games,Puzzles,GreenLeaf,10.93,16.11,383,Active,2024-03-13
325,Logitech Footwear Once,Apparel,Footwear,PrimeChoice,301.64,363.82,1667,Active,2016-11-02
326,RetailMart Basics Bakery Marriage,Grocery,Bakery,RetailMart Basics,31.63,36.49,1747,Active,2024-09-07
327,RetailMart Basics Furniture Brother,Home & Garden,Furniture,Homestead,253.51,293.63,994,Active,2016-09-23
328,PrimeChoice Writing Instruments Politics,Office Supplies,Writing Instruments,RetailMart Basics,330.95,416.62,1652,Inactive,2023-06-11
329,TrueValue Women's Wear Decision,Apparel,Women's Wear,PrimeChoice,83.24,106.4,580,Active,2015-11-27
330,Logitech Decor Seven,Home & Garden,Decor,NovaTech,106.71,162.99,2174,Active,2024-05-26
331,Homestead Car Care Visit,Automotive,Car Care,Vantage,236.08,431.65,2057,Active,2024-06-30
332,RetailMart Basics Writing Instruments Arm,Office Supplies,Writing Instruments,GreenLeaf,244.8,316.66,2112,Active,2018-04-06
333,Northline Computer Accessories Feeling,Electronics,Computer Accessories,Everstyle,141.45,202.3,1958,Active,2026-06-16
334,NovaTech Action Figures Common,Toys & Games,Action Figures,Homestead,7.95,13.01,1960,Active,2018-04-18
335,RetailMart Basics Puzzles Instead,Toys & Games,Puzzles,PrimeChoice,346.28,549.46,1890,Active,
336,PrimeChoice Camping Us,Sports & Outdoors,Camping,PrimeChoice,20.46,38.84,2165,Active,2024-05-29
337,Vantage Cat Near,Pet Supplies,Cat,GreenLeaf,48.58,57.87,1845,Active,2018-09-22
338,Vantage Men's Wear Budget,Apparel,Men's Wear,NovaTech,198.82,366.97,1913,Active,2018-03-01
339,Logitech Car Care Hard,Automotive,Car Care,UrbanEdge,322.65,588.05,1128,Active,2019-09-06
340,Vantage Tools Newspaper,Automotive,Tools,Homestead,203.73,308.98,438,Active,2022-12-05
341,Vantage Kids' Wear Whether,Apparel,Kids' Wear,Everstyle,359.35,649.5,834,Active,2015-02-27
342,RetailMart Basics Board Games Behind,Toys & Games,Board Games,Northline,29.55,45.54,1995,Active,2017-10-07
343,Everstyle Skincare By,Health & Beauty,Skincare,PrimeChoice,226.87,271.02,229,Active,2024-06-25
344,Homestead Furniture Commercial,Home & Garden,Furniture,RetailMart Basics,305.3,434.98,1527,Active,2017-12-31
345,Vantage Snacks Camera,Grocery,Snacks,Homestead,240.69,330.9,1119,Active,2020-05-22
346,Vantage Writing Instruments Each,Office Supplies,Writing Instruments,Vantage,315.69,368.13,1589,Active,2018-05-24
347,Logitech Cycling Challenge,Sports & Outdoors,Cycling,GreenLeaf,194.29,268.08,1628,Active,2017-11-09
348,PrimeChoice Haircare Value,Health & Beauty,Haircare,RetailMart Basics,227.88,372.92,447,Active,2018-05-09
349,Logitech Personal Care Indeed,Health & Beauty,Personal Care,GreenLeaf,113.95,213.1,703,Active,2024-02-18
350,RetailMart Basics Cat Total,Pet Supplies,Cat,Northline,285.65,540.19,1876,Active,2018-05-31
351,Logitech Mobile Phones Brother,Electronics,Mobile Phones,Homestead,72.14,85.51,891,Active,2016-12-21
352,Everstyle Kitchenware Audience,Home & Garden,Kitchenware,Everstyle,191.07,335.92,671,Active,2022-03-30
353,Everstyle Women's Wear Threat,Apparel,Women's Wear,PrimeChoice,78.28,102.9,1152,Active,2015-12-29
354,Northline TVs Every,Electronics,TVs,TrueValue,371.07,639.19,488,Active,2023-02-23
355,GreenLeaf Kids' Wear Exist,Apparel,Kids' Wear,Everstyle,351.86,527.92,952,Active,2017-05-07
356,GreenLeaf Audio Television,Electronics,Audio,UrbanEdge,293.85,440.43,499,Active,2015-06-30
357,Vantage Puzzles Game,Toys & Games,Puzzles,TrueValue,243.56,299.08,1349,Active,2025-10-10
