product_id,product_name,category,subcategory,brand,unit_cost,selling_price,supplier_id,product_status,launch_date
24198,GreenLeaf Writing Instruments Generation,Office Supplies,Writing Instruments,TrueValue,251.95,401.48,,Active,2017-11-26
3526,Everstyle Personal Care People,Health & Beauty,Personal Care,PrimeChoice,170.68,208.23,1134.0,Active,2025-07-04
22908,UrbanEdge Dairy Usually,Grocery,Dairy,TrueValue,222.41,373.4,726.0,Active,2020-12-11
13429,PrimeChoice Bakery Teach,Grocery,Bakery,Logitech,21.75,33.25,,Active,2015-02-24
19024,PrimeChoice Board Games Tree,Toys & Games,Board Games,Northline,354.53,527.02,1802.0,Active,
29093,TrueValue Kids' Wear Lawyer,Apparel,Kids' Wear,Northline,207.78,326.13,2016.0,Active,2018-04-26
5614,Vantage Dog Fish,Pet Supplies,Dog,PrimeChoice,68.36,120.33,719.0,Active,2018-06-18
9581,GreenLeaf Kitchenware Glass,Home & Garden,Kitchenware,UrbanEdge,108.23,136.36,2114.0,Active,2023-05-21
29067,GreenLeaf Haircare Each,,Haircare,NovaTech,397.0,706.5,,Active,2016-03-22
3804,  Vantage Snacks Respond  ,Grocery,Snacks,Homestead,248.93,415.52,1267.0,Active,
29549,Logitech TVs Receive,Electronics,TVs,NovaTech,129.41,227.17,1141.0,Active,2020-12-09
29576,Northline Puzzles Street,Toys & Games,Puzzles,Homestead,192.14,230.22,959.0,Active,2020-07-29
26178,RetailMart Basics Women's Wear Rich,Apparel,Women's Wear,RetailMart Basics,39.56,60.91,1652.0,Active,2022-06-27
3165,Logitech Haircare Loss,Health & Beauty,Haircare,Vantage,179.56,254.49,823.0,Active,2016-01-25
17204,Northline Beverages Each,Grocery,Beverages,TrueValue,78.43,129.96,,Active,2017-04-17
18885,UrbanEdge Bakery Newspaper,Grocery,Bakery,PrimeChoice,120.22,223.13,1187.0,Active,2022-12-06
18169,NovaTech Writing Instruments Note,Office Supplies,Writing Instruments,Northline,365.36,506.75,498.0,active,2025-01-05
25007,TrueValue Skincare Check,Health & Beauty,Skincare,GreenLeaf,312.42,425.79,274.0,Active,2015-03-01
2845,Homestead Beverages Travel,Grocery,Beverages,Logitech,32.29,40.5,1061.0,Inactive,
19669,RetailMart Basics Kids' Wear Black,Apparel,Kids' Wear,Northline,108.87,201.18,1600.0,Active,2017-12-22
17706,Everstyle Writing Instruments Respond,Office Supplies,Writing Instruments,NovaTech,12.94,18.7,1090.0,Active ,
24504,Vantage Dog Green,Pet Supplies,Dog,TrueValue,90.72,128.41,1365.0,Active,2023-08-08
20559,Vantage Furniture Gun,Home & Garden,Furniture,Everstyle,346.14,402.58,470.0,Active,2021-07-10
29544,RetailMart Basics Cat Role,Pet Supplies,Cat,PrimeChoice,104.27,157.79,323.0,Active ,2024-03-19
20773,Northline Men's Wear Take,Apparel,Men's Wear,,153.31,180.93,414.0,Active,2019-07-11
3154,Logitech Kids' Wear Hand,Apparel,Kids' Wear,UrbanEdge,55.07,92.55,1994.0,Active,2024-03-08
14627,RetailMart Basics Action Figures Social,Toys & Games,Action Figures,Northline,368.76,608.45,981.0,Active,2017-07-27
531,GreenLeaf Haircare Debate,Health & Beauty,Haircare,UrbanEdge,240.01,395.27,948.0,Active,2025-01-21
5447,Logitech Dog Debate,Pet Supplies,Dog,,170.2,319.91,387.0,Active,2015-02-20
29929,NovaTech Computer Accessories Beyond,Electronics,Computer Accessories,NovaTech,110.85,185.4,1299.0,Active,
8013,Logitech Haircare Turn,Health & Beauty,Haircare,PrimeChoice,276.77,457.49,899.0,Active,2018-10-10
16706,Everstyle Mobile Phones Night,Electronics,Mobile Phones,RetailMart Basics,379.63,682.58,345.0,Active,2024-09-12
22056,NovaTech Personal Care Quality,Health & Beauty,Personal Care,Vantage,41.49,53.5,1755.0,Active,
25454,NovaTech Fish Daughter,Pet Supplies,Fish,NovaTech,183.55,329.47,1568.0,Active,2018-12-30
29425,TrueValue Camping Boy,Sports & Outdoors,Camping,Logitech,231.2,379.11,1888.0,Active,2023-11-04
21956,UrbanEdge Computer Accessories Street,Electronics,Computer Accessories,RetailMart Basics,178.36,325.2,,Active,2021-02-20
24183,PrimeChoice Footwear Safe,Apparel,Footwear,RetailMart Basics,66.27,108.45,1415.0,Active,2017-01-22
5702,GreenLeaf Dog Budget,Pet Supplies,Dog,PrimeChoice,123.75,215.85,1007.0,Active,2020-10-26
19100,PrimeChoice TVs Subject,Electronics,TVs,TrueValue,394.59,568.14,1595.0,Active,2020-02-15
524,NovaTech Mobile Phones Would,Electronics,Mobile Phones,RetailMart Basics,24.44,40.98,,Active,2017-12-24
23942,GreenLeaf Cycling But,Sports & Outdoors,Cycling,TrueValue,323.25,426.85,2163.0,Active,2019-07-03
14365,NovaTech Cat Fear,Pet Supplies,Cat,PrimeChoice,16.38,25.97,1553.0,Active,2018-09-06
6603,PrimeChoice Beverages Late,Grocery,Beverages,Everstyle,126.04,195.22,243.0,Active,2018-11-13
16634,Logitech Mobile Phones Suddenly,Electronics,Mobile Phones,GreenLeaf,295.69,391.53,1425.0,Active,2022-02-23
3740,Homestead Writing Instruments Along,Office Supplies,Writing Instruments,TrueValue,375.41,601.38,1852.0,Active,2018-06-11
6579,UrbanEdge Bakery Own,Grocery,Bakery,GreenLeaf,334.93,626.9,2081.0,Active,2024-04-04
318,PrimeChoice Car Care Down,Automotive,Car Care,TrueValue,146.36,216.12,823.0,Active,2017-10-20
23502,Vantage Writing Instruments Tend,Office Supplies,Writing Instruments,Everstyle,261.85,453.98,228.0,Active,2021-03-02
8992,Homestead Men's Wear Yard,Apparel,Men's Wear,Everstyle,320.7,578.09,1951.0,Active,2024-11-18
25038,GreenLeaf Paper Products Catch,Office Supplies,Paper Products,Northline,365.66,440.18,1650.0,Active,2022-06-18
16399,PrimeChoice Audio Clearly,Electronics,Audio,UrbanEdge,201.38,331.71,683.0,Active,2021-06-20
25253,PrimeChoice Decor Woman,Home & Garden,Decor,GreenLeaf,23.85,32.36,772.0,Active,2025-02-17
7310,Northline Puzzles Charge,Toys & Games,Puzzles,Vantage,118.99,202.44,460.0,Inactive ,
14868,NovaTech Action Figures Huge,Toys & Games,Action Figures,TrueValue,111.79,183.15,551.0,active,2022-05-01
15342,NovaTech Writing Instruments Arm,Office Supplies,Writing Instruments,NovaTech,192.56,273.73,1023.0,Active ,2019-01-31
2082,Northline Personal Care Move,Health & Beauty,Personal Care,NovaTech,81.52,111.24,214.0,ACTIVE,2023-10-06
24212,Everstyle Paper Products Activity,Office Supplies,Paper Products,TrueValue,263.2,319.69,1611.0,Active,2015-11-19
17794,  RetailMart Basics Writing Instruments Produce  ,Office Supplies,Writing Instruments,TrueValue,385.3,579.41,1981.0,Inactive,2015-03-21
1717,Homestead Beverages Religious,Grocery,Beverages,RetailMart Basics,20.33,23.96,1835.0,ACTIVE,2020-02-22
2619,Logitech Car Care Mouth,Automotive,Car Care,UrbanEdge,278.66,496.28,1368.0,Active,2023-12-17
20078,Homestead Kids' Wear Perform,Apparel,Kids' Wear,UrbanEdge,399.73,573.7,2107.0,Active,2016-05-01
9721,GreenLeaf Computer Accessories Research,Electronics,Computer Accessories,Vantage,24.36,28.09,1952.0,Active,2017-08-20
19321,  Homestead Audio Other  ,Electronics,Audio,TrueValue,127.7,207.76,986.0,Active,2026-01-11
5972,Everstyle Writing Instruments Daughter,Office Supplies,Writing Instruments,GreenLeaf,239.47,351.15,1223.0,Active,2021-10-03
16044,Homestead Snacks Hear,Grocery,Snacks,,68.98,101.85,2152.0,Active,2024-12-26
25917,NovaTech Mobile Phones Fill,Electronics,Mobile Phones,Northline,252.86,356.66,708.0,Active,2017-07-15
27990,Homestead Writing Instruments Book,Office Supplies,Writing Instruments,NovaTech,367.19,476.04,975.0,Active,2017-05-16
8491,GreenLeaf Snacks Heavy,Grocery,Snacks,RetailMart Basics,76.89,120.32,408.0,Active,
4321,Everstyle Fitness On,Sports & Outdoors,Fitness,TrueValue,196.52,335.64,1612.0,Inactive,2019-11-08
21126,Everstyle Writing Instruments Job,Office Supplies,Writing Instruments,NovaTech,300.27,464.18,2127.0,Active,2016-06-21
3695,Logitech Footwear Final,Apparel,Footwear,Northline,43.31,69.09,1267.0,Active,2016-07-22
11545,UrbanEdge Decor Always,Home & Garden,Decor,RetailMart Basics,120.24,225.69,984.0,Active,2021-12-28
28041,  Homestead Beverages Agree  ,Grocery,Beverages,RetailMart Basics,138.78,263.46,326.0,Active,2015-12-07
13270,NovaTech Board Games Coach,Toys & Games,Board Games,PrimeChoice,6.72,9.6,920.0,Active,2020-03-07
16015,PrimeChoice Fitness Far,Sports & Outdoors,Fitness,TrueValue,208.99,246.52,1237.0,Active,2022-02-23
14349,Homestead Camping Activity,Sports & Outdoors,Camping,RetailMart Basics,454.64900000000006,349.73,465.0,Active,2019-02-04
9351,Northline Dog Read,,Dog,Logitech,255.97,321.76,228.0,Active,2020-06-12
12310,Logitech Tools Happen,Automotive,Tools,RetailMart Basics,243.66,442.5,1215.0,Active,2023-07-12
16786,Northline Board Games Wish,Toys & Games,Board Games,Homestead,157.57,261.7,1669.0,Active,
3223,PrimeChoice Footwear Occur,Apparel,Footwear,PrimeChoice,208.39,348.42,1796.0,Active,
14165,  Vantage Footwear Song  ,Apparel,Footwear,Northline,45.05,80.31,812.0,Active,2022-01-06
1938,Homestead Fitness International,Sports & Outdoors,Fitness,Logitech,139.1,199.43,1287.0,Active,2024-03-10
26174,Northline Kitchenware Machine,Home & Garden,Kitchenware,Everstyle,131.78,201.82,231.0,Active,2020-08-21
14834,RetailMart Basics Cat Operation,Pet Supplies,Cat,RetailMart Basics,93.66,144.69,700.0,Active,2026-01-25
6220,  TrueValue Board Games Scientist  ,Toys & Games,Board Games,Northline,361.41,429.53,1372.0,active,2021-08-03
10397,PrimeChoice Action Figures Leg,Toys & Games,Action Figures,Northline,245.29,357.41,1518.0,Active,2026-06-08
22607,Logitech Puzzles Return,Toys & Games,Puzzles,GreenLeaf,63.52,92.02,444.0,Active,2017-06-03
6288,RetailMart Basics TVs Foreign,Electronics,TVs,Vantage,341.19,509.25,892.0,Active,2017-09-29
9080,RetailMart Basics Action Figures Voice,Toys & Games,Action Figures,PrimeChoice,13.32,17.86,,Active,2022-05-18
15181,GreenLeaf Men's Wear Occur,Apparel,Men's Wear,Vantage,334.68,517.25,1840.0,Active,
18411,  Homestead Dog My  ,Pet Supplies,Dog,Homestead,180.89,252.7,906.0,Active,2020-03-08
27373,Homestead Fitness Give,Sports & Outdoors,Fitness,Everstyle,361.5,476.0,1815.0,Active,2022-10-06
5438,GreenLeaf Kids' Wear End,Apparel,Kids' Wear,PrimeChoice,202.04,364.84,1579.0,Active,2025-05-11
11304,Logitech Skincare Dark,Health & Beauty,Skincare,TrueValue,7.63,14.22,949.0,Active ,2026-06-23
15928,RetailMart Basics Cat Oil,Pet Supplies,Cat,Vantage,175.95,302.14,856.0,Active,2021-10-07
8033,Vantage Footwear Do,Apparel,Footwear,TrueValue,305.18,391.49,2175.0,Active,
28595,Homestead Computer Accessories Top,Electronics,Computer Accessories,PrimeChoice,169.47,237.43,726.0,Active,2021-02-06
